student_id,student_first_name,student_last_name,student_gender,student_geo_latitude,student_geo_longitude,student_travel_time_minutes,student_travel_distance_km,student_future_school_id,student_class_id
843,Julita,Pieczarka,F,52.336,21.068,21,10.18,6,29
844,Piotr,Darul,M,52.163,21.001,40,1.9,9,29
845,Nikodem,Szumiło,M,52.268,21.226,22,14.7,5,29
846,Monika,Siergiej,F,52.225,21.217,28,12.11,17,29
847,Malwina,Lukas,F,52.258,20.777,37,14.05,10,29
848,Alex,Famuła,M,52.187,20.867,30,7.28,1,29
849,Nela,Salomon,F,52.225,21.458,24,24.14,7,29
850,Igor,Kutera,M,52.159,21.082,27,6.16,12,29
851,Kornelia,Raszkiewicz,F,52.111,20.816,23,13.66,4,29
852,Gabriel,Prażmo,M,52.222,21.019,39,2.05,12,29
853,Fabian,Szkoda,M,52.383,20.89,34,14.63,12,29
854,Tymon,Ślimak,M,52.198,21.294,40,14.81,6,29
855,Urszula,Żuberek,F,52.043,21.06,37,10.85,4,29
856,Rafał,Pastuszko,M,52.227,20.911,29,5.79,1,29
857,Anastazja,Uss,F,51.922,21.343,20,31.06,10,29
858,Józef,Piotrkowicz,M,52.25,20.902,27,7.37,5,29
859,Karina,Szklarek,F,52.26,20.562,22,24.88,2,29
860,Rafał,Machniak,M,52.005,21.145,25,17.03,12,29
861,Marcelina,Grzela,F,52.294,20.923,31,8.55,16,29
862,Maksymilian,Ludwiniak,M,52.317,21.238,26,17.72,11,29
863,Marika,Walentynowicz,F,52.159,21.294,35,16.78,7,29
864,Ksawery,Mydlak,M,52.247,20.917,38,6.52,15,29
865,Stefan,Waloch,M,52.335,21.087,35,11.13,18,29
866,Karina,Makosz,F,52.003,21.175,22,18.63,9,29
867,Jan,Bojarczuk,M,52.249,21.345,22,19.66,8,29
868,Bruno,Ziemann,M,52.444,21.025,22,13.43,15,29
869,Klara,Jankowicz,F,52.236,21.012,29,2.39,10,29
870,Bruno,Borejko,M,52.212,21.105,30,5.84,16,29
871,Kornelia,Fijak,F,52.115,20.719,25,18.3,19,30
872,Sara,Miszkurka,F,52.066,20.888,40,12.27,14,30
873,Aleks,Rzeźniczak,M,52.164,21.066,24,5.12,12,30
874,Malwina,Ceynowa,F,52.132,21.08,40,7.44,17,30
875,Marcelina,Piejko,F,52.085,20.869,38,12.34,16,30
876,Dariusz,Drążyk,M,52.152,21.054,23,5.08,7,30
877,Melania,Rychcik,F,52.043,20.862,20,14.71,3,30
878,Jerzy,Żywica,M,52.28,21.125,23,10.28,9,30
879,Justyna,Kubasiak,F,52.185,21.142,37,7.83,13,30
880,Kajetan,Rejek,M,52.191,21.201,28,10.51,7,30
881,Emil,Krzeszowiec,M,52.13,20.847,38,11.14,17,30
882,Lidia,Legutko,F,52.143,21.339,36,19.76,6,30
883,Tymoteusz,Bosek,M,52.25,20.828,22,11.08,10,30
884,Nikodem,Grodek,M,52.287,20.671,33,20.81,14,30
885,Cezary,Zębik,M,52.267,20.672,31,19.77,13,30
886,Miłosz,Madajczyk,M,52.169,21.045,25,3.76,8,30
887,Mikołaj,Krępa,M,52.094,20.766,24,16.98,13,30
888,Tymon,Pieczyrak,M,52.11,20.786,20,15.19,9,30
889,Dorota,Knieć,F,52.141,21.038,40,4.86,5,30
890,Arkadiusz,Rubin,M,52.119,21.323,40,20.23,3,30
891,Przemysław,Kałwa,M,52.203,20.979,39,1.23,12,30
892,Dawid,Ryfa,M,52.203,21.115,37,5.9,9,30
893,Sylwia,Micał,F,52.385,20.997,24,9.38,11,30
894,Dagmara,Wrochna,F,52.116,21.051,30,6.73,18,30
895,Dariusz,Florian,M,52.291,20.77,32,16.06,6,30
896,Anastazja,Kuran,F,52.327,21.052,27,8.93,9,30
897,Ewelina,Mizak,F,52.15,20.584,26,23.27,13,30
898,Michał,Aleksandrzak,M,52.003,20.86,31,16.85,13,30
899,Olaf,Kadela,M,52.154,20.961,34,4.27,18,30
900,Anita,Smorąg,F,52.19,20.85,23,8.0,8,30
901,Natan,Langier,M,52.182,21.002,25,1.01,5,31
902,Filip,Dydak,M,52.05,21.281,24,21.53,20,31
903,Tomasz,Nurkiewicz,M,52.16,20.953,25,4.34,7,31
904,Daniel,Wawrzyńczyk,M,52.202,21.27,20,13.59,4,31
905,Krystian,Bieleń,M,52.24,21.054,23,4.73,10,31
906,Mariusz,Kupaj,M,52.206,20.981,27,1.26,8,31
907,Artur,Drost,M,52.156,20.93,34,5.72,3,31
908,Inga,Chruszcz,F,52.296,20.978,24,5.89,9,31
909,Daniel,Miodek,M,52.168,20.899,22,6.63,9,31
910,Oliwier,Deluga,M,52.267,21.074,37,7.04,11,31
911,Nikodem,Mazik,M,52.111,21.053,37,7.1,20,31
912,Julita,Utrata,F,52.327,20.823,33,15.2,10,31
913,Ignacy,Machniak,M,52.183,20.911,29,5.29,10,31
914,Marcelina,Nabiałek,F,52.353,20.896,24,12.83,5,31
915,Iwo,Witaszek,M,52.207,20.864,29,7.16,10,31
916,Mieszko,Karaśkiewicz,M,52.1,21.021,26,6.01,12,31
917,Marianna,Bereda,F,52.233,20.701,32,16.61,4,31
918,Alex,Steckiewicz,M,52.125,20.948,40,6.35,9,31
919,Cezary,Krzywoń,M,52.157,21.214,39,12.84,9,31
920,Ksawery,Wołoszczuk,M,52.131,20.576,31,24.63,15,31
921,Eryk,Matejczyk,M,52.202,21.077,39,3.97,20,31
922,Leon,Walo,M,52.113,21.044,20,6.58,19,31
923,Gustaw,Supernak,M,52.193,20.863,29,7.2,2,31
924,Jerzy,Dzierwa,M,52.211,21.068,39,3.95,16,31
925,Maks,Piwowarek,M,52.158,20.989,32,2.66,6,31
926,Natan,Salach,M,52.157,20.634,28,20.44,13,31
927,Anita,Pachołek,F,52.054,20.794,34,17.61,11,31
928,Juliusz,Opas,M,52.352,20.504,25,32.4,13,31
929,Dagmara,Uzar,F,52.197,21.102,27,5.24,19,31
930,Agnieszka,Dułak,F,52.182,20.742,29,13.79,20,31
931,Ewelina,Golan,F,52.263,21.193,27,12.78,10,32
932,Daniel,Witaszek,M,52.299,20.725,29,18.71,11,32
933,Jacek,Pitala,M,52.192,21.151,25,7.95,18,32
934,Piotr,Baka,M,52.384,21.025,28,10.47,11,32
935,Krystian,Noculak,M,52.232,21.283,21,15.76,5,32
936,Apolonia,Jodko,F,52.095,20.916,20,9.43,10,32
937,Anita,Jędrusiak,F,52.145,21.016,22,3.56,5,32
938,Stanisław,Gula,M,52.176,21.269,22,14.65,4,32
939,Natasza,Kaczan,F,52.024,20.83,23,17.3,14,32
940,Ida,Łyskawa,F,52.158,21.066,28,5.42,12,32
941,Julianna,Zysk,F,52.135,21.201,27,13.31,10,32
942,Julianna,Głowiak,F,52.071,21.199,22,16.43,14,32
943,Tola,Snoch,F,52.135,21.339,21,20.16,17,32
944,Gabriel,Świech,M,52.138,21.091,27,7.63,17,32
945,Nela,Pindor,F,52.212,20.797,21,10.73,4,32
946,Radosław,Sydor,M,52.202,20.942,24,3.05,1,32
947,Ignacy,Furgała,M,52.09,20.877,30,11.67,12,32
948,Nataniel,Mikusek,M,52.067,21.181,32,15.69,6,32
949,Konstanty,Ziemann,M,52.253,21.002,35,2.78,7,32
950,Tadeusz,Lichoń,M,52.319,21.072,29,9.51,3,32
951,Urszula,Gortat,F,52.152,20.685,25,18.12,2,32
952,Dominik,Gabryel,M,52.273,20.904,33,8.45,8,32
953,Ryszard,Kleban,M,52.047,21.394,23,27.33,9,32
954,Radosław,Stebel,M,52.169,21.084,37,5.77,3,32
955,Kazimierz,Giża,M,52.215,20.98,39,1.73,15,32
956,Kacper,Pietrasz,M,52.205,20.623,37,19.08,12,32
957,Dariusz,Ochab,M,52.195,21.066,28,3.56,8,32
958,Elżbieta,Kutera,F,52.445,21.041,26,14.27,11,32
959,Blanka,Pokusa,F,52.229,21.24,36,13.46,14,32
960,Kalina,Piguła,F,52.228,20.792,29,11.75,20,32
961,Krzysztof,Drynda,M,52.233,20.931,31,5.14,6,33
962,Ida,Kudłacik,F,52.109,21.167,35,12.87,16,33
963,Borys,Goliszek,M,52.463,20.571,35,34.61,7,33
964,Maurycy,Sajnóg,M,52.166,21.256,39,14.52,17,33
965,Kamila,Garncarek,F,52.265,21.174,24,11.97,12,33
966,Damian,Bak,M,52.248,20.643,23,20.26,13,33
967,Sandra,Bodzak,F,52.363,20.849,36,15.69,9,33
968,Urszula,Narożny,F,52.069,21.103,20,11.67,7,33
969,Kornel,Jurczuk,M,52.348,21.095,27,12.14,16,33
970,Janina,Różewicz,F,52.086,21.054,31,8.4,13,33
971,Radosław,Jamroz,M,52.059,20.897,21,12.22,18,33
972,Stanisław,Łągiewka,M,52.102,21.223,32,16.08,5,33
973,Agnieszka,Karczmarek,F,52.197,21.107,31,5.51,20,33
974,Janina,Zagozda,F,52.303,20.737,33,18.3,8,33
975,Roksana,Bilik,F,52.143,21.545,40,30.09,5,33
976,Sara,Strójwąs,F,52.288,21.026,29,5.71,5,33
977,Nicole,Szałas,M,52.172,20.843,24,9.28,1,33
978,Kacper,Masłoń,M,52.197,20.761,37,12.09,13,33
979,Sylwia,Kurcz,F,52.044,20.947,32,10.44,1,33
980,Aniela,Gierasimiuk,F,52.025,20.943,20,11.63,4,33
981,Roksana,Miszkurka,F,52.254,20.93,30,6.21,15,33
982,Arkadiusz,Sereda,M,52.269,20.832,23,11.84,6,33
983,Ryszard,Gierak,M,52.249,20.532,32,25.87,13,33
984,Maciej,Merda,M,52.019,21.138,33,15.95,12,33
985,Gaja,Cis,F,52.22,21.26,23,14.0,18,33
986,Krystyna,Malon,F,52.474,20.993,26,14.05,11,33
987,Bartek,Ryfa,M,52.309,21.099,32,10.42,10,33
988,Aurelia,Pleban,F,52.116,21.255,37,16.95,2,33
989,Krzysztof,Budner,M,52.09,21.317,24,21.38,11,33
990,Sebastian,Pompa,M,52.275,21.175,37,12.53,10,33
991,Kazimierz,Sopata,M,52.247,21.021,29,3.43,10,34
992,Damian,Engel,M,52.11,21.09,35,9.01,14,34
993,Ewa,Szymocha,F,52.282,21.068,35,7.46,15,34
994,Róża,Lipowicz,F,52.098,21.188,32,14.51,8,34
995,Justyna,Lalak,F,52.217,21.046,37,3.13,2,34
996,Damian,Kopij,M,52.189,21.468,22,23.91,9,34
997,Tobiasz,Józefczak,M,52.176,21.417,37,22.05,4,34
998,Hubert,Dytrych,M,52.349,20.725,22,21.24,14,34
999,Tomasz,Stanaszek,M,52.142,20.78,25,13.88,18,34
1000,Dagmara,Wyciszkiewicz,F,52.237,20.557,27,24.02,6,34
1001,Mieszko,Czochara,M,52.271,20.97,27,5.02,1,34
1002,Bianka,Zbróg,F,52.081,20.857,32,13.1,17,34
1003,Olaf,Galica,M,52.128,20.923,32,7.42,13,34
1004,Albert,Sommerfeld,M,52.095,20.91,27,9.76,1,34
1005,Ewelina,Tórz,F,52.297,20.942,34,7.71,6,34
1006,Marcel,Morka,M,52.166,21.015,23,2.46,17,34
1007,Wojciech,Dułak,M,52.335,21.049,39,9.19,11,34
1008,Marcin,Rusiniak,M,52.135,21.275,25,17.0,5,34
1009,Aurelia,Bryczek,F,52.252,21.185,33,11.87,15,34
1010,Tadeusz,Bartoś,M,52.351,20.925,28,11.33,15,34
1011,Jan,Fogt,M,52.243,20.727,35,15.78,14,34
1012,Dariusz,Morka,M,52.167,21.29,31,16.16,4,34
1013,Stanisław,Cyman,M,52.134,21.157,21,11.19,20,34
1014,Apolonia,Drywa,F,52.167,21.159,21,9.6,11,34
1015,Tomasz,Drobniak,M,52.209,21.17,24,8.94,13,34
1016,Józef,Milej,M,52.127,21.125,31,9.91,10,34
1017,Klara,Wojnicz,F,52.238,21.089,21,6.34,7,34
1018,Nicole,Wudarczyk,M,52.347,20.833,32,15.7,8,34
1019,Dariusz,Miętka,M,52.35,21.251,23,20.06,14,34
1020,Tomasz,Konstanty,M,52.111,20.938,36,7.55,6,34
1021,Dawid,Szywała,M,52.166,20.625,26,20.42,20,35
1022,Nicole,Niechciał,M,52.242,21.282,31,16.2,3,35
1023,Jan,Kunka,M,52.177,21.538,36,28.04,16,35
1024,Kamil,Gierek,M,52.304,20.847,35,12.86,10,35
1025,Jędrzej,Jakubaszek,M,52.213,20.947,25,3.32,11,35
1026,Julita,Zagożdżon,F,52.269,21.027,34,4.79,15,35
1027,Kalina,Dzienniak,F,52.233,21.214,24,12.33,19,35
1028,Mieszko,Działak,M,52.257,20.878,22,8.93,5,35
1029,Damian,Gumuła,M,52.04,21.054,39,10.73,10,35
1030,Liwia,Ułanowicz,F,52.089,21.079,27,9.52,18,35
1031,Borys,Ryczko,M,52.286,20.817,40,13.46,14,35
1032,Eliza,Latek,F,52.083,21.134,37,12.56,2,35
1033,Janina,Walo,F,52.456,21.255,24,25.54,15,35
1034,Julita,Bela,F,52.279,21.132,25,10.56,1,35
1035,Marcin,Langier,M,52.135,20.921,34,7.19,7,35
1036,Jędrzej,Warmuz,M,52.051,20.752,31,19.85,5,35
1037,Kamila,Sąsiadek,F,52.195,20.94,22,3.24,8,35
1038,Marianna,Filusz,F,52.217,21.102,22,5.99,3,35
1039,Fryderyk,Łodyga,M,52.039,21.072,35,11.65,1,35
1040,Juliusz,Franik,M,52.17,21.237,24,13.36,1,35
1041,Radosław,Kubieniec,M,52.093,21.187,32,14.7,4,35
1042,Kornel,Guziak,M,52.001,21.15,39,17.44,17,35
1043,Julita,Loska,F,52.176,20.895,27,6.45,1,35
1044,Bruno,Wożniak,M,52.1,21.16,28,12.99,14,35
1045,Franciszek,Kalisiak,M,52.006,21.054,38,12.36,8,35
1046,Sandra,Dziurdzia,F,52.172,21.072,20,5.0,16,35
1047,Jerzy,Chomik,M,52.293,21.203,30,14.83,13,35
1048,Róża,Nikel,F,52.321,21.182,37,15.15,20,35
1049,Kalina,Prejs,F,52.207,21.464,34,23.53,16,35
1050,Franciszek,Gnyp,M,52.186,21.073,34,4.34,9,35
1051,Radosław,Przekop,M,52.077,20.809,33,15.72,12,36
1052,Cyprian,Wocial,M,52.119,21.122,25,10.18,4,36
1053,Krzysztof,Elert,M,52.197,20.633,37,18.53,10,36
1054,Klara,Tusk,F,52.299,21.517,22,30.79,7,36
1055,Anastazja,Jędraszek,F,52.256,21.126,20,9.06,9,36
1056,Mariusz,Bobel,M,52.304,21.196,29,15.02,20,36
1057,Adam,Wiencek,M,52.323,20.864,25,12.96,1,36
1058,Justyna,Krępa,F,52.119,21.005,32,4.31,9,36
1059,Dorota,Cywka,F,52.288,21.229,35,15.86,19,36
1060,Stanisław,Korek,M,52.199,21.121,36,6.06,8,36
1061,Arkadiusz,Majtyka,M,52.248,20.986,28,3.12,10,36
1062,Róża,Uryga,F,52.174,21.118,21,7.24,4,36
1063,Artur,Strzępek,M,52.254,21.034,33,4.38,12,36
1064,Elżbieta,Protasiuk,F,52.295,20.785,23,15.53,20,36
1065,Przemysław,Kozdroń,M,52.092,20.977,34,6.55,5,36
1066,Maciej,Koczy,M,52.259,20.566,36,24.63,5,36
1067,Kornelia,Świątkiewicz,F,52.243,20.953,40,4.51,1,36
1068,Konrad,Kiciak,M,51.965,20.931,37,15.18,10,36
1069,Tymon,Szajek,M,52.099,20.973,30,6.42,10,36
1070,Sara,Saran,F,52.319,21.098,20,10.89,4,36
1071,Jeremi,Tórz,M,52.223,21.001,26,1.21,9,36
1072,Dagmara,Wichłacz,F,52.327,20.994,25,6.63,13,36
1073,Anita,Woroch,F,52.324,21.053,25,8.85,15,36
1074,Elżbieta,Kaszkowiak,F,52.245,20.984,33,3.04,9,36
1075,Daniel,Buk,M,52.253,20.733,29,16.0,6,36
1076,Julita,Kochel,F,52.111,20.48,40,30.47,3,36
1077,Tola,Jaroszuk,F,52.164,21.176,24,10.6,18,36
1078,Ida,Śmieszek,F,52.006,21.283,36,23.86,10,36
1079,Miłosz,Dworczak,M,52.036,20.731,24,21.61,5,36
1080,Przemysław,Bogusiewicz,M,52.495,21.193,30,24.44,19,36
1081,Emil,Dziewa,M,52.123,21.354,34,21.52,6,37
1082,Tymoteusz,Kretek,M,52.181,20.738,27,14.06,8,37
1083,Melania,Bazela,F,52.091,21.168,21,13.85,14,37
1084,Krystian,Dadej,M,52.173,21.321,39,17.44,20,37
1085,Daniel,Kohnke,M,52.237,21.115,23,7.61,1,37
1086,Ignacy,Kruzel,M,52.22,20.941,33,3.95,16,37
1087,Anastazja,Dyja,F,52.333,20.854,31,13.96,20,37
1088,Natasza,Hałat,F,52.375,21.3,24,23.75,16,37
1089,Nela,Hutyra,F,52.325,21.178,30,15.19,1,37
1090,Sara,Sadoch,F,52.124,20.773,21,15.14,18,37
1091,Julianna,Kurbiel,F,52.171,20.996,34,1.66,12,37
1092,Hubert,Borzych,M,52.115,21.045,20,6.5,8,37
1093,Miłosz,Majtczak,M,52.204,21.107,36,5.57,11,37
1094,Przemysław,Keler,M,52.256,20.86,32,9.78,4,37
1095,Daniel,Ostapczuk,M,52.342,20.911,26,11.58,8,37
1096,Monika,Guźniczak,F,52.094,21.13,27,11.81,16,37
1097,Marika,Wandzel,F,52.127,21.372,30,22.27,17,37
1098,Adrianna,Wojtach,F,52.358,21.17,36,16.41,4,37
1099,Piotr,Gasek,M,52.325,21.13,20,12.79,2,37
1100,Julita,Trochimiuk,F,52.064,21.011,25,7.39,8,37
1101,Tobiasz,Matejuk,M,52.024,20.939,30,11.85,6,37
1102,Ada,Wielgo,F,52.378,20.901,26,13.87,11,37
1103,Natasza,Węgrzynek,F,52.277,20.894,30,9.14,20,37
1104,Elżbieta,Balawender,F,52.187,21.156,33,8.49,6,37
1105,Ewa,Danel,F,52.241,20.987,26,2.73,3,37
1106,Julian,Cherek,M,52.281,20.751,34,16.53,4,37
1107,Maksymilian,Kukuczka,M,52.331,20.794,27,16.85,19,37
1108,Lidia,Jaremek,F,52.06,21.102,33,12.12,12,37
1109,Marcin,Oleksik,M,52.215,20.971,31,2.18,3,37
1110,Miłosz,Malara,M,52.207,20.882,27,6.23,17,37
1111,Marcelina,Knych,F,52.351,20.677,37,23.71,13,38
1112,Marianna,Bogdał,F,52.237,20.956,38,4.08,1,38
1113,Jacek,Natanek,M,52.302,20.86,20,12.1,3,38
1114,Kacper,Nowek,M,52.138,21.193,29,12.79,10,38
1115,Stefan,Klin,M,52.33,21.043,29,8.63,2,38
1116,Liwia,Dziurla,F,52.088,21.249,40,18.09,11,38
1117,pani,Anna,M,52.191,21.57,37,28.93,6,38
1118,Józef,Lesik,M,52.247,21.014,22,3.03,6,38
1119,Sebastian,Szulczyk,M,52.349,21.117,25,13.29,7,38
1120,Tobiasz,Kosman,M,52.122,20.698,34,18.98,10,38
1121,Sylwia,Sip,F,52.214,21.177,37,9.52,2,38
1122,Filip,Kazimierczyk,M,52.018,21.199,23,19.06,14,38
1123,Kazimierz,Kłosiewicz,M,52.291,20.977,30,5.71,2,38
1124,Nataniel,Wyroślak,M,52.42,21.206,39,21.31,6,38
1125,Leonard,Balas,M,52.23,21.2,37,11.53,12,38
1126,Jeremi,Leszczyk,M,52.233,21.089,38,6.1,4,38
1127,Aurelia,Smutek,F,52.287,20.813,28,13.73,13,38
1128,Igor,Margas,M,52.185,20.743,37,13.61,16,38
1129,Karina,Minta,F,52.194,20.802,26,10.21,11,38
1130,Iwo,Wykręt,M,52.174,21.037,24,3.17,7,38
1131,Sebastian,Bohdanowicz,M,52.271,21.33,37,20.04,4,38
1132,Aniela,Fitas,F,52.26,20.961,36,4.94,2,38
1133,Sonia,Dadej,F,52.198,20.928,34,3.68,13,38
1134,Jakub,Zmyślony,M,52.149,20.86,39,9.56,3,38
1135,Tomasz,Guźniczak,M,52.333,20.939,26,9.71,3,38
1136,Lidia,Niedojadło,F,52.088,21.024,35,6.79,1,38
1137,Julian,Kenig,M,52.135,21.356,37,21.02,17,38
1138,Kazimierz,Pasztaleniec,M,52.224,20.842,22,9.1,19,38
1139,Kaja,Drzał,F,52.258,20.95,35,5.44,8,38
1140,Kajetan,Malarczyk,M,52.091,20.793,21,15.79,20,38
1141,Sebastian,Janiuk,M,52.167,21.363,31,19.82,4,39
1142,Paweł,Koczy,M,52.121,20.918,35,8.04,19,39
1143,Klara,Petryk,F,52.234,20.972,37,3.1,5,39
1144,Borys,Matraszek,M,52.072,21.109,33,11.85,19,39
1145,Dorota,Szałaj,F,52.24,21.01,28,2.5,6,39
1146,Albert,Ścibisz,M,52.303,21.219,22,16.12,10,39
1147,Leonard,Flisiak,M,52.135,21.351,23,20.78,14,39
1148,Kornel,Staniaszek,M,52.364,20.892,25,13.58,14,39
1149,Leon,Golisz,M,52.12,21.24,23,16.03,20,39
1150,Gaja,Nikel,F,52.137,21.281,31,17.21,7,39
1151,Karol,Plebanek,M,52.288,21.163,35,12.57,2,39
1152,Grzegorz,Bugiel,M,52.36,20.95,32,10.48,12,39
1153,Maciej,Uliasz,M,52.198,20.956,37,2.32,19,39
1154,Sonia,Polakiewicz,F,52.12,20.611,38,23.44,8,39
1155,Emil,Bogdał,M,52.264,20.949,21,5.72,10,39
1156,Marcelina,Snoch,F,52.145,20.972,32,4.14,10,39
1157,Ewa,Januszewicz,F,51.991,21.299,29,25.4,1,39
1158,Stanisław,Duniec,M,52.293,20.758,29,16.78,4,39
1159,Marika,Tolak,F,52.187,20.919,33,4.67,16,39
1160,Kalina,Flisiak,F,52.152,20.816,29,11.63,8,39
1161,Natan,Machul,M,52.181,20.871,25,7.43,15,39
1162,Patryk,Gierek,M,52.322,20.997,29,6.24,18,39
1163,Mateusz,Dankiewicz,M,52.127,21.04,31,5.63,4,39
1164,Ewa,Kolendo,F,52.292,20.906,32,9.33,6,39
1165,Grzegorz,Sołtan,M,52.092,20.616,30,24.61,8,39
1166,Eryk,Bączkiewicz,M,52.385,21.176,38,18.05,12,39
1167,Gustaw,Szóstak,M,52.299,20.922,40,8.85,15,39
1168,Piotr,Tasarz,M,52.126,20.493,28,29.05,5,39
1169,Marek,Nałęcz,M,52.274,21.159,26,11.62,2,39
1170,Fabian,Ceynowa,M,52.262,20.834,33,11.37,18,39
1171,Gaja,Bernatowicz,F,52.182,20.922,22,4.81,8,40
1172,Julian,Klejna,M,52.291,21.15,38,12.02,2,40
1173,Ryszard,Dadej,M,52.273,20.984,27,4.43,15,40
1174,Artur,Wiech,M,52.048,20.902,24,12.47,17,40
1175,Emil,Sidorczuk,M,52.225,21.002,21,1.36,11,40
1176,Olga,Krystkowiak,F,52.166,21.17,33,10.18,10,40
1177,Norbert,Klekot,M,52.195,20.933,27,3.6,4,40
1178,Kamila,Boś,F,52.056,20.849,25,14.75,6,40
1179,Wojciech,Osipiuk,M,52.222,21.242,20,13.19,8,40
1180,Konrad,Patoła,M,52.298,20.607,40,24.56,16,40
1181,Tymoteusz,Klaja,M,52.231,20.957,38,3.69,3,40
1182,Szymon,Madzia,M,51.937,20.768,21,24.73,14,40
1183,Albert,Sroga,M,52.294,21.01,36,5.22,18,40
1184,Tola,Dacko,F,52.181,20.796,32,11.12,17,40
1185,Adrian,Maślach,M,52.095,21.016,38,6.02,8,40
1186,Piotr,Grymuza,M,52.012,21.237,32,21.27,11,40
1187,Sonia,Mizgała,F,52.145,21.056,34,5.54,1,40
1188,Wojciech,Wąsala,M,52.165,21.218,25,12.67,11,40
1189,Karol,Ubysz,M,52.203,21.165,36,8.4,16,40
1190,Alex,Arendarczyk,M,52.419,21.194,28,20.64,12,40
1191,Krystyna,Hanusiak,F,52.182,20.68,29,16.9,17,40
1192,Jędrzej,Winnik,M,52.178,20.88,24,7.12,14,40
1193,Gustaw,Melcer,M,52.141,20.946,33,5.65,3,40
1194,Alan,Henke,M,52.399,21.139,25,16.88,14,40
1195,Ewelina,Szywała,F,52.251,21.479,26,26.49,19,40
1196,Kacper,Dąbkiewicz,M,52.287,21.086,33,8.63,7,40
1197,Alan,Kukier,M,52.338,21.049,21,9.38,2,40
1198,Gabriel,Strzępek,M,52.243,21.258,35,15.05,9,40
1199,Maksymilian,Proć,M,51.919,21.357,25,31.9,15,40
1200,Albert,Aleksander,M,52.199,20.745,22,12.76,14,40
1201,Karol,Gomoła,M,52.044,20.817,26,16.96,3,41
1202,Bianka,Pyszny,F,52.191,21.149,24,7.87,7,41
1203,Marek,Bartłomiejczyk,M,52.198,21.399,38,20.07,20,41
1204,Oskar,Plizga,M,52.166,20.84,39,9.65,15,41
1205,Marianna,Polasik,F,52.256,20.894,33,8.07,12,41
1206,Kalina,Dyszkiewicz,F,52.274,21.069,28,7.11,3,41
1207,Adrian,Goik,M,52.317,21.355,35,23.6,19,41
1208,Kaja,Korek,F,52.016,21.052,34,11.8,5,41
1209,Elżbieta,Neska,F,52.084,21.145,37,13.08,3,41
1210,Arkadiusz,Kwapis,M,52.117,21.194,24,13.85,13,41
1211,Róża,Piejko,F,52.318,20.926,30,9.6,20,41
1212,Liwia,Buza,F,52.226,21.268,27,14.73,9,41
1213,Elżbieta,Męcik,F,52.3,20.95,24,7.52,11,41
1214,Blanka,Lepa,F,52.28,20.502,36,28.92,16,41
1215,Leonard,Durczok,M,52.194,20.896,33,5.51,17,41
1216,Igor,Bukowiec,M,52.148,20.962,27,4.49,20,41
1217,Cezary,Zaniewicz,M,52.398,20.879,22,15.96,8,41
1218,Mikołaj,Heczko,M,52.041,20.644,23,25.74,9,41
1219,Karol,Gonet,M,52.036,20.964,35,10.02,5,41
1220,Kamila,Szczerek,F,52.25,20.646,27,20.17,11,41
1221,Patryk,Graboś,M,52.258,21.014,39,3.62,8,41
1222,Rafał,Janiga,M,51.926,21.035,35,15.44,2,41
1223,Marcelina,Ficner,F,52.227,21.032,28,2.95,5,41
1224,Alan,Mądro,M,52.203,21.047,23,2.48,17,41
1225,Ida,Drgas,F,52.191,20.953,28,2.82,12,41
1226,Fabian,Nesterowicz,M,52.154,20.866,36,9.03,20,41
1227,Ksawery,Warchał,M,52.22,21.308,36,16.39,17,41
1228,Tymoteusz,Narożna,M,52.294,20.942,24,7.62,16,41
1229,Michał,Żywica,M,52.333,20.849,32,14.22,18,41
1230,Julita,Ulewicz,F,52.281,20.477,40,30.22,20,41
1231,Nicole,Tylman,M,52.02,21.112,39,14.59,17,42
1232,Emil,Ziegler,M,52.007,21.066,29,12.93,3,42
1233,Jakub,Łyś,M,52.305,21.169,40,13.72,12,42
1234,Norbert,Bekus,M,52.159,20.976,23,3.24,17,42
1235,Aleks,Makaruk,M,52.132,21.094,38,8.07,5,42
1236,Mariusz,Szywała,M,52.293,21.246,37,16.96,16,42
1237,Elżbieta,Handzel,F,52.362,21.157,35,15.94,15,42
1238,Kornelia,Maszota,F,52.182,20.682,34,16.81,12,42
1239,Sandra,Szóstak,F,52.202,21.186,30,9.38,6,42
1240,Wiktor,Kusik,M,52.268,21.024,22,4.58,18,42
1241,Maurycy,Smutek,M,52.11,21.217,30,15.32,1,42
1242,Konrad,Mierzwiak,M,52.33,21.291,36,21.05,5,42
1243,Tadeusz,Zgoła,M,52.083,20.863,25,12.71,11,42
1244,Malwina,Podgórny,F,52.187,20.736,20,13.84,11,42
1245,Ernest,Wojtanowicz,M,52.298,20.963,31,6.76,10,42
1246,Mateusz,Kuryś,M,52.023,20.917,37,12.99,5,42
1247,Monika,Pazoła,F,52.163,20.747,26,14.5,19,42
1248,Marianna,Surdel,F,52.12,20.983,35,4.84,18,42
1249,Juliusz,Drożdżal,M,52.24,20.942,23,4.92,20,42
1250,Maciej,Miętka,M,52.327,21.274,21,20.06,13,42
1251,Konrad,Pociask,M,52.371,20.702,32,23.44,8,42
1252,Robert,Parda,M,52.074,21.168,37,14.69,16,42
1253,Hubert,Uliczka,M,52.261,20.858,32,10.16,20,42
1254,Klara,Kordys,F,52.183,21.004,23,1.01,12,42
1255,Blanka,Konat,F,52.378,20.98,30,9.92,17,42
